,Country,Organizations,Value
26271,MEX, moodys corporation,19
26280,MEX, national australia bank ltd adr,19
26391,MEX, royal helium ltd,19
26483,MEX, toshiba corporation,19
26500,MEX, uranium energy corp,19
26765,MEX,sage group plc adr,19
25849,MEX, adyton resources corporation,18
25884,MEX, amur minerals corporation,18
25905,MEX, aurelius minerals inc,18
25954,MEX, camino minerals corporation,18
25984,MEX, clean seed capital group ltd,18
25999,MEX, critical elements lithium corporation,18
26163,MEX, ion energy ltd,18
26249,MEX, mercedes-benz group ag,18
26263,MEX, minto metals corp.,18
26322,MEX, pacific empire minerals corp,18
26360,MEX, prospector metals corp.,18
26424,MEX, skyharbour resources ltd,18
26592,MEX,blue sky uranium corp,18
26049,MEX, excellon resources inc.,17
26097,MEX, gold resource corporation,17
26305,MEX, noranda aluminum holding corp,17
26306,MEX, northern dynasty minerals ltd,17
26333,MEX, pearson plc adr,17
26475,MEX, tianqi lithium h yc 1,17
26731,MEX,ondine biomedical inc,17
26785,MEX,tesla inc,17
25860,MEX, algernon pharmaceuticals inc,16
26101,MEX, golden tag resources ltd,16
26260,MEX, mining global inc,16
26624,MEX,energy transition mineral,16
26635,MEX,ford motor company,16
26681,MEX,lefroy exploration ltd,16
26691,MEX,livent corp,16
26707,MEX,metals creek resources corp,16
26779,MEX,strategic minerals plc,16
25855,MEX, aion therapeutic inc,15
25869,MEX, alpha lithium corporation,15
25967,MEX, cazaly resources ltd,15
26113,MEX, great panther mining limited,15
26145,MEX, ibm cdr,15
26165,MEX, ivanhoe mines ltd.,15
26760,MEX,rock tech lithium inc,15
25926,MEX, bioharvest sciences inc,14
25959,MEX, cannabis one holdings inc,14
26029,MEX, emmaus life sciences inc,14
26141,MEX, hudbay minerals inc.,14
26229,MEX, mandalay resources corp,14
26299,MEX, nickel 28 capital corp,14
26543,MEX, yahoo japan,14
26771,MEX,sichuan tianqi lithium industries inc,14
25847,MEX, acme lithium inc,13
25854,MEX, agraflora organics international inc,13
25871,MEX, altaley mining corporation,13
25900,MEX, ascendant resources inc,13
25915,MEX, azure minerals limited,13
25949,MEX, byrna technologies inc,13
26010,MEX, denso corporation,13
26021,MEX, dupont de nemours inc,13
26170,MEX, jiangxi ganfeng lithium co ltd,13
26171,MEX, johnson controls international plc,13
26187,MEX, kontrol technologies corp,13
26213,MEX, los andes copper ltd,13
26240,MEX, medallion resources ltd,13
26245,MEX, megumagold corp,13
26323,MEX, paladin energy ltd,13
26341,MEX, phyto extractions inc,13
26370,MEX, ready set gold corp,13
26472,MEX, thor explorations ltd,13
26481,MEX, todos medical\xa0ltd,13
26603,MEX,central bank corporation,13
26745,MEX,plantx life inc.,13
25960,MEX, capital bancorp,12
25978,MEX, christie group plc,12
26006,MEX, deepspatial inc.,12
26008,MEX, denison mines corp,12
26298,MEX, nextleaf solutions ltd,12
26335,MEX, pepinnini minerals limited,12
26362,MEX, psybio therapeutics corp,12
26478,MEX, tiidal gaming group corp.,12
26657,MEX,hecla mining company,12
26709,MEX,minerals technologies inc,12
26757,MEX,resources connection inc,12
26783,MEX,technipfmc plc,12
26797,MEX,volkswagen ag,12
25910,MEX, avicanna inc,11
25950,MEX, cabot corporation,11
25990,MEX, commonwealth bank of australia,11
25993,MEX, copper fox metals inc,11
26016,MEX, district metals corp,11
26109,MEX, gratomic inc,11
26136,MEX, hillcrest energy technologies ltd,11
26138,MEX, honda motor co ltd adr,11
26218,MEX, lumina gold corp,11
26265,MEX, mitsubishi electric corporation,11
26287,MEX, nevada silver corporation,11
26303,MEX, nissan motor co. ltd.,11
26338,MEX, pfizer inc,11
26339,MEX, pharmadrug inc,11
26414,MEX, siemens gamesa renewable energy s.a,11
26488,MEX, tribe property technologies inc,11
26507,MEX, venus metals,11
26524,MEX, wellness center usa,11
26540,MEX, ximen mining corp,11
26610,MEX,citigroup inc,11
26611,MEX,cnnc international limited,11
26648,MEX,gr engineering services ltd,11
26674,MEX,jiangxi ganfeng lithium co ltd,11
26705,MEX,mercedes benz group ag,11
25913,MEX, aztec minerals corp,10
25919,MEX, belmont resources inc,10
25940,MEX, brandshield systems plc,10
25966,MEX, caterpillar inc,10
26026,MEX, electronics mart india ltd,10
26033,MEX, energy metals,10
26038,MEX, enveric biosciences inc,10
26098,MEX, golden arrow resources corp,10
26129,MEX, harbor custom development inc,10
26207,MEX, lithium one metals inc.,10
26216,MEX, lqwd fintech corp,10
26255,MEX, milestone scientific,10
26278,MEX, mydecine innovations group inc,10
26340,MEX, phunware inc,10
26358,MEX, predictmedix inc,10
26398,MEX, schlumberger nv,10
26438,MEX, srax inc,10
26465,MEX, tetra bio-pharma inc,10
26470,MEX, thesis gold inc,10
26504,MEX, valeo pharma inc,10
26505,MEX, vejii holdings ltd,10
26510,MEX, vibe growth corporation,10
26513,MEX, victory square technologies inc,10
26529,MEX, whitehorse gold corp,10
26530,MEX, wienerberger ag,10
26548,MEX, youngy co ltd,10
26637,MEX,fortune minerals limited,10
26643,MEX,glencore plc,10
26667,MEX,international battery metals ltd,10
26676,MEX,johnson controls international plc,10
26720,MEX,national australia bank ltd adr,10
26802,MEX,westpac banking corporation,10
27136,MLI,kodal minerals plc,1124
26957,MLI, kodal minerals plc,574
26899,MLI, cypress development corp,436
27087,MLI, wealth minerals ltd,294
27031,MLI, pure energy minerals limited,281
26983,MLI, metals creek resources corp,278
26858,MLI, barrick gold corp,273
26961,MLI, latin resources limited,253
26904,MLI, energy of minas gerais co drc,252
26838,MLI, american lithium corp. common stock,249
26848,MLI, argosy minerals limited,241
26909,MLI, european metals holdings limited,234
26929,MLI, hannans reward ltd,233
26972,MLI, lithium power international limited,232
26970,MLI, lithium chile inc,208
26971,MLI, lithium energi exploration inc,191
26969,MLI, lithium americas corp,188
27140,MLI,london stock exchange group plc,182
26890,MLI, core lithium ltd,165
26936,MLI, iconic minerals ltd,163
27104,MLI,anglogold ashanti ltd adr,144
26842,MLI, anglogold ashanti ltd adr,136
27022,MLI, portofino resources inc,121
27155,MLI,portofino resources inc,112
26911,MLI, firefinch limited,111
27132,MLI,jersey oil and gas plc,111
26874,MLI, carnaby resources ltd,104
27020,MLI, pilbara minerals limited,85
26976,MLI, london stock exchange group plc,83
27147,MLI,morgan stanley,82
26882,MLI, china minmetals rare earth co ltd,71
27120,MLI,firefinch limited,68
27107,MLI,barrick gold corp,67
27050,MLI, sayona mining limited,61
26981,MLI, mcdonald’s corporation,56
27160,MLI,rio tinto adr,52
27128,MLI,hainan mining co ltd,49
27158,MLI,resolute mining limited,48
26917,MLI, ganfeng lithium co ltd,47
26990,MLI, mitsubishi ufj financial group inc,44
26852,MLI, asiamet resources limited,43
27088,MLI, wentworth resources ltd,43
27129,MLI,hurricane energy plc,43
27124,MLI,ganfeng lithium co ltd,42
26951,MLI, jiangxi ganfeng lithium co ltd,40
27019,MLI, piedmont lithium ltd adr,39
26915,MLI, fosun international ltd,37
26920,MLI, genel energy plc,37
27056,MLI, sichuan yahua industrial group co ltd,37
27083,MLI, volkswagen ag,37
27101,MLI,alpha lithium corporation,36
26962,MLI, lekoil limited,34
27163,MLI,terns pharmaceuticals inc,34
26895,MLI, critical elements lithium corporation,33
27138,MLI,lithium americas corp,33
26919,MLI, gb group plc,31
26986,MLI, mineral resources limited,31
27006,MLI, northern bear plc,31
27072,MLI, terns pharmaceuticals inc,31
27103,MLI,anglogold ashanti limited,31
27137,MLI,leo lithium limited,29
26854,MLI, aura energy limited,28
27026,MLI, power metals corp,28
27030,MLI, prospect resources ltd,28
26930,MLI, hanwa co. ltd,27
27063,MLI, softbank group corp.,27
26865,MLI, bmw industries ltd.,26
26946,MLI, ion energy ltd,26
26974,MLI, livent corp,26
27141,MLI,macquarie group limited,25
26997,MLI, nano one materials corp,24
26877,MLI, caterpillar inc,23
27000,MLI, national instruments corporation,22
26934,MLI, hummingbird resources plc,21
27123,MLI,fosun international ltd,21
27139,MLI,lithium power international limited,21
26945,MLI, international lithium corp,20
26963,MLI, leo lithium limited,20
27059,MLI, sigma lithium resources corp,20
26883,MLI, china national gold group gold jewellery co ltd,19
26987,MLI, minerals technologies inc,19
27045,MLI, rio tinto adr,19
27057,MLI, siemens energy ag,19
27060,MLI, singapore exchange limited,19
27134,MLI,jinchuan group international resources co. ltd,19
26831,MLI, albemarle corp,18
26991,MLI, mitsui e&s holdings co. ltd,18
27014,MLI, panasonic corp,18
27096,MLI, zhejiang huayou cobalt co ltd,18
26897,MLI, cyanconnode holdings plc,17
26924,MLI, goldman sachs group inc,17
26998,MLI, nasdaq inc,17
26999,MLI, national development bank plc,17
27049,MLI, san leon energy plc,17
27073,MLI, tesla inc,17
27076,MLI, toyota motor corporation adr,17
26894,MLI, critical elements corporation,15
26927,MLI, hainan mining co ltd,15
26992,MLI, moodys corporation,15
26922,MLI, global resource ener,14
27001,MLI, neometals ltd adr,14
27085,MLI, volvo car ab (publ.),14
27126,MLI,goldman sachs group inc,14
27021,MLI, pioneer diversified high it,13
27053,MLI, shanta gold limited,13
27133,MLI,jiangxi ganfeng lithium co ltd,13
27166,MLI,toyota motor corporation adr,13
26908,MLI, european lithium limited,12
27023,MLI, posco holdings inc,12
27149,MLI,national instruments corporation,12
27165,MLI,thor mining plc,12
26940,MLI, indigo exploration inc.,11
27082,MLI, veolia environnement s.a,11
27142,MLI,marquee resources ltd,11
26863,MLI, blackrock capital allocation trust,10
26872,MLI, canaccord genuity group inc,10
26893,MLI, credit suisse group,10
26900,MLI, development technologies corp,10
26944,MLI, international consolidated airlines group s.a.,10
26964,MLI, lepidico ltd,10
27168,MLI,vulcan energy resources limited,10
27296,MMR,mandalay resources corp,28
27188,MMR, africa oil corp,24
27234,MMR, lithium americas corp,24
27238,MMR, mandalay resources corp,16
27216,MMR, global energy metals corp,12
27248,MMR, nevada silver corporation,12
27246,MMR, nasdaq inc,10
27303,MNE, panasonic corp,14
27300,MNE, albemarle corp,12
27304,MNE, posco holdings inc,12
27305,MNE, tesla inc,12
27306,MNE, tianqi lithium h yc 1,12
27479,MNG,rio tinto adr,100
27391,MNG, lockheed martin corporation,68
27394,MNG, mcrae inds cl a,68
27408,MNG, northrop grumman corporation,68
27419,MNG, posco international corp,68
27464,MNG,ion energy ltd,54
27428,MNG, rio tinto adr,34
27375,MNG, ion energy ltd,28
27350,MNG, energy of minas gerais co drc,22
27396,MNG, mineral resources limited,20
27458,MNG,express inc,18
27457,MNG,energy of minas gerais co drc,16
27386,MNG, lithium americas corp,15
27326,MNG, australis capital inc,12
27426,MNG, research frontiers incorporated,12
27317,MNG, adyton resources corporation,10
27322,MNG, american manganese inc,10
27325,MNG, aurelius minerals inc,10
27327,MNG, ayurcann holdings corp,10
27330,MNG, biosig technologies inc,10
27333,MNG, bridgeline digital inc,10
27336,MNG, camino minerals corporation,10
27342,MNG, clean air metals inc,10
27344,MNG, clean seed capital group ltd,10
27364,MNG, goldplay mining inc,10
27369,MNG, hapbee technologies inc,10
27400,MNG, minto metals corp.,10
27412,MNG, pacific empire minerals corp,10
27421,MNG, prospector metals corp.,10
27423,MNG, pure gold mining inc,10
27434,MNG, therapeuticsmd inc,10
27435,MNG, thunderbird entertainment group inc,10
27446,MNG, vox royalty corp. common stock,10
27450,MNG, wishpond technologies ltd,10
27469,MNG,mandalay resources corp,10
27634,MOZ, savannah resources plc,56
27711,MOZ,rio tinto adr,55
27628,MOZ, rio tinto adr,45
27712,MOZ,savannah resources plc,44
27695,MOZ,mn holdings berhad,32
27618,MOZ, pilbara minerals limited,31
27714,MOZ,syrah resources limited,27
27589,MOZ, london stock exchange group plc,24
27677,MOZ,auroch minerals limited,24
27578,MOZ, lg energy solution ltd,19
27702,MOZ,news network corporation public company limited,19
27668,MOZ, yahoo japan,17
27580,MOZ, lithium americas corp,16
27541,MOZ, gb group plc,15
27613,MOZ, panasonic corp,15
27658,MOZ, vertu motors plc,15
27646,MOZ, syrah resources limited,12
27679,MOZ,costa group holdings limited,12
27594,MOZ, mercedes benz group ag,10
27601,MOZ, nasdaq inc,10
27723,MRT, aura energy limited,16
27724,MRT, china national gold group gold jewellery co ltd,14
27728,MRT, kodal minerals plc,14
27730,MRT, siemens energy ag,14
27733,MRT, singapore exchange limited,14
27735,MRT,jinchuan group international resources co. ltd,14
27809,MWI, vulcan energy resources limited,48
27795,MWI, rio tinto adr,46
27760,MWI, galantas gold corporation,37
27781,MWI, mkango resources ltd,30
27800,MWI, shanta gold limited,27
27808,MWI, volkswagen ag,26
27750,MWI, australasian metals ltd,24
27759,MWI, freeport-mcmoran copper & gold inc,24
27767,MWI, hatcher group ltd,24
27776,MWI, lg energy solution ltd,24
27796,MWI, rockfire resources plc,24
27817,MWI,renault sa,24
27802,MWI, sovereign metals limited,19
27753,MWI, celsius resources limited,13
27755,MWI, empire metals limited,13
27780,MWI, mining global inc,13
27788,MWI, orosur mining inc,13
27789,MWI, pan african resources plc,13
27813,MWI,oriole resources plc,13
28027,MYS,united airlines holdings inc,56
27913,MYS, motorola solutions inc,37
27914,MYS, nasdaq inc,27
27988,MYS,energy of minas gerais co drc,23
27826,MYS, americas silver corp,18
27859,MYS, eldorado gold corp,18
27894,MYS, lithium americas corp,18
27917,MYS, nexgen energy ltd.,18
28011,MYS,motorola solutions inc,15
27865,MYS, facebook inc. cl a,12
27939,MYS, samsung electronics co. ltd,10
28345,NAM,national instruments corporation,988
28349,NAM,osino resources corp,186
28302,NAM,auroch minerals limited,132
28227,NAM, rio tinto adr,60
28297,NAM,arcadia minerals cdi/1:1,53
28214,NAM, prospect resources ltd,50
28207,NAM, pilbara minerals limited,46
28044,NAM, arcadia minerals cdi/1:1,45
28342,NAM,mn holdings berhad,45
28277,NAM, wealth minerals ltd,44
28290,NAM,afritin mining limited,40
28051,NAM, auroch minerals limited,36
28309,NAM,bureau veritas sa,35
28276,NAM, vulcan energy resources limited,33
28357,NAM,rio tinto adr,33
28367,NAM,walkabout resources ltd,33
28122,NAM, hatcher group ltd,32
28178,NAM, morgan stanley,32
28181,NAM, nasdaq inc,31
28206,NAM, piedmont lithium ltd adr,31
28143,NAM, latin resources limited,30
28171,NAM, minerals technologies inc,30
28287,NAM, zenith minerals limited,30
28230,NAM, sayona mining limited,29
28105,NAM, galan lithium limited,28
28160,NAM, magnis energy technologies limited,28
28222,NAM, reedy lagoon,28
28299,NAM,argosy minerals limited,28
28030,NAM, aeon metals ltd.,27
28033,NAM, alchemy resources limited,27
28042,NAM, anson resources limited,27
28045,NAM, ardiden limited,27
28047,NAM, arizona lithium limited,27
28049,NAM, aruma resources ltd,27
28057,NAM, bryah resources limited,27
28058,NAM, bulletin resources limited,27
28078,NAM, cygnus gold ltd,27
28084,NAM, dreadnought resources ltd,27
28094,NAM, european lithium limited,27
28096,NAM, ev resources ltd.,27
28111,NAM, golden mile resources ltd,27
28126,NAM, impact minerals ltd,27
28132,NAM, ioneer ltd,27
28136,NAM, kairos minerals limited,27
28141,NAM, kula gold,27
28145,NAM, lepidico ltd,27
28152,NAM, lodestar minerals limited,27
28162,NAM, marquee resources ltd,27
28169,NAM, metals creek resources corp,27
28172,NAM, minesto ab (publ),27
28174,NAM, minrex resources ltd,27
28177,NAM, morella corporation ltd.,27
28184,NAM, neometals ltd adr,27
28193,NAM, norwest minerals limited,27
28194,NAM, nova minerals limited,27
28212,NAM, power minerals ltd,27
28218,NAM, qx resources ltd,27
28219,NAM, ragnar metals ltd,27
28220,NAM, ragusa minerals ltd,27
28221,NAM, red dirt metals ltd,27
28233,NAM, scorpion minerals ltd,27
28240,NAM, sipa resources ltd,27
28251,NAM, sunstone metals ltd,27
28254,NAM, tempest minerals ltd.,27
28261,NAM, trek metals ltd,27
28263,NAM, triton minerals limited,27
28267,NAM, tyranna resources limited,27
28273,NAM, venus metals corporation ltd,27
28280,NAM, white cliff minerals ltd,27
28281,NAM, wiluna mining corporation limited,27
28284,NAM, woomera mining ltd,27
28285,NAM, xantippe resources ltd,27
28325,NAM,jp morgan global growth & income plc,27
28329,NAM,kodal minerals plc,25
28153,NAM, london stock exchange group plc,22
28336,NAM,london stock exchange group plc,21
28095,NAM, european metals holdings limited,20
28237,NAM, shree minerals ltd,20
28257,NAM, thor mining plc,20
28300,NAM,askari metals limited,19
28109,NAM, glencore plc,16
28228,NAM, samsung electronics co. ltd,16
28031,NAM, afritin mining limited,15
28129,NAM, international battery metals ltd,15
28156,NAM, lundin mining corporation,15
28188,NAM, news network corporation public company limited,15
28209,NAM, postmedia network canada corp,15
28262,NAM, trevali mining corporation,15
28322,NAM,international battery metals ltd,15
28343,NAM,morgan stanley,15
28062,NAM, canada nickel company inc,14
28112,NAM, goldman sachs group inc,14
28046,NAM, argosy minerals limited,12
28067,NAM, cassius mining ltd,12
28097,NAM, expedia group inc.,12
28154,NAM, loyal lithium ltd.,12
28320,NAM,groupe gorgé sa,12
28356,NAM,renewable energy trade board corp,12
28199,NAM, pan african resources plc,11
28331,NAM,lepidico ltd,11
28138,NAM, kavango resources plc,10
28216,NAM, pure energy minerals limited,10
28404,NER, gb group plc,50
28410,NER,london stock exchange group plc,50
28603,NGA,thor explorations ltd,70
28567,NGA,american resources corp class a,59
28493,NGA, national instruments corporation,41
28424,NGA, blackrock capital allocation trust,24
28432,NGA, chevron corp,24
28469,NGA, jp morgan global growth & income plc,24
28473,NGA, lockheed martin corporation,24
28495,NGA, new york times company,24
28579,NGA,goldman sachs group inc,24
28601,NGA,shell plc,21
28575,NGA,central bank corporation,20
28589,NGA,magellan gold corp,18
28673,NIC,national instruments corporation,60
28637,NIC, lg energy solution ltd,44
28623,NIC, condor gold plc,25
28660,NIC, shanta gold limited,25
28607,NIC, adriatic metals plc,22
28618,NIC, bushveld minerals limited,22
28633,NIC, hyundai motor co drc,22
28653,NIC, renascor resources ltd,22
28654,NIC, resolute mining limited,22
28657,NIC, rockfire resources plc,22
28662,NIC, tungsten west plc,22
28664,NIC,bushveld minerals limited,22
28651,NIC, radius gold inc,20
28645,NIC, nevada sunrise gold corporation,18
28640,NIC, macarthur minerals limited,12
28610,NIC, american manganese inc,11
28627,NIC, fortress minerals limited,11
28644,NIC, neometals ltd adr,11
28655,NIC, rio tinto adr,11
28672,NIC,morgan stanley,11
28676,NIC,news network corporation public company limited,11
28758,NLD, cypress development corp,61
28885,NLD, metals creek resources corp,45
28954,NLD, pure energy minerals limited,42
29029,NLD, wealth minerals ltd,42
28696,NLD, american lithium corp. common stock,38
28771,NLD, energy of minas gerais co drc,38
28849,NLD, latin resources limited,37
28705,NLD, argosy minerals limited,35
29143,NLD,shell plc,32
28729,NLD, bmw industries ltd.,30
28776,NLD, european metals holdings limited,30
28855,NLD, lithium americas corp,30
28858,NLD, lithium power international limited,29
28811,NLD, hannans reward ltd,28
29092,NLD,johnson matthey plc,28
28905,NLD, nasdaq inc,26
29011,NLD, toshiba corporation,26
29154,NLD,tesla inc,25
28856,NLD, lithium chile inc,24
28686,NLD, albemarle corp,23
28810,NLD, halliburton company,23
28857,NLD, lithium energi exploration inc,23
28846,NLD, kodal minerals plc,22
28892,NLD, minerals technologies inc,22
28753,NLD, core lithium ltd,21
28792,NLD, glencore plc,21
29100,NLD,lithium americas corp,21
28824,NLD, iconic minerals ltd,20
28832,NLD, international lithium corp,20
29101,NLD,lithium power international limited,20
29137,NLD,rio tinto adr,20
29012,NLD, toyota motor corporation adr,19
28777,NLD, exxon mobil corp,18
28977,NLD, shell plc,18
29046,NLD,air france klm sa,18
29120,NLD,nissan chemical industries ltd adr,18
28685,NLD, airbus group se,17
28929,NLD, panasonic corp,17
28779,NLD, facebook inc. cl a,16
28889,NLD, microsoft corporation,16
28941,NLD, portofino resources inc,16
28967,NLD, samsung electronics co. ltd,15
28837,NLD, johnson controls international plc,14
29023,NLD, volkswagen ag,13
29051,NLD,amg advanced metallurgical group n.v.,13
29083,NLD,groupe gorgé sa,13
28793,NLD, global lithium resources ltd,12
28873,NLD, marathon oil corporation,12
29129,NLD,portofino resources inc,12
28826,NLD, indian oil corporation limited,11
28935,NLD, piedmont lithium ltd adr,11
29117,NLD,national instruments corporation,11
29141,NLD,samsung electronics co. ltd,11
28784,NLD, ford motor company,10
28823,NLD, hyundai motor co drc,10
28860,NLD, livent corp,10
28997,NLD, tesla inc,10
29079,NLD,goldman sachs group inc,10
29091,NLD,johnson controls international plc,10
29167,NLD,zinnwald lithium plc,10
29403,NOR,asahi kasei corporation,198
29170,NOR, albemarle corp,42
29499,NOR,wealth minerals ltd,33
29215,NOR, cruz cobalt corp,32
29456,NOR,national instruments corporation,26
29485,NOR,siemens gamesa renewable energy s.a,26
29334,NOR, pilbara minerals limited,25
29392,NOR, volkswagen ag,25
29479,NOR,royalty pharma\xa0plc,22
29444,NOR,kodal minerals plc,21
29328,NOR, panasonic corp,19
29292,NOR, macarthur minerals limited,17
29341,NOR, pure energy minerals limited,17
29266,NOR, hyundai motor co drc,16
29412,NOR,business development corp of america,16
29463,NOR,norsk hydro asa adr,16
29327,NOR, palladium one mining inc,15
29360,NOR, sienna resources inc,15
29184,NOR, austral gold limited,14
29216,NOR, cullen resources ltd,14
29218,NOR, cypress development corp,14
29251,NOR, generation mining limited,14
29315,NOR, national instruments corporation,14
29399,NOR, yamana gold inc,14
29413,NOR,capella minerals limited,14
29253,NOR, glencore plc,13
29211,NOR, core lithium ltd,12
29314,NOR, nasdaq inc,12
29404,NOR,autozone inc,12
29206,NOR, china railway group limited,11
29375,NOR, tesla inc,11
29382,NOR, toshiba corporation,11
29400,NOR, zijin mining group co ltd-h,11
29469,NOR,pilbara minerals limited,11
29180,NOR, argosy minerals limited,10
29245,NOR, fortune minerals limited,10
29288,NOR, livent corp,10
29291,NOR, lynas rare earths ltd,10
29348,NOR, royalty pharma\xa0plc,10
29427,NOR,fortune minerals limited,10
29447,NOR,lg energy solution ltd,10
29448,NOR,linde plc,10
29449,NOR,lithium americas corp,10
29460,NOR,nissan chemical industries ltd adr,10
29465,NOR,orca energy group inc,10
29517,NRU, metals creek resources corp,10
29518,NRU, volkswagen ag,10
29746,NZL,contact energy limited,31
29635,NZL, london stock exchange group plc,18
29784,NZL,tempest minerals ltd.,17
29551,NZL, bradda head lithium limited,15
29740,NZL,bradda head lithium limited,15
29792,NZL,yahoo japan,13
29854,OCEANS, shell plc,11
29921,OMN, hanwa co. ltd,23
29959,OMN, savannah resources plc,20
29993,OMN,canaccord genuity group inc,16
30013,OMN,savannah resources plc,16
29958,OMN, rio tinto adr,14
30011,OMN,rio tinto adr,14
29931,OMN, london stock exchange group plc,11
29935,OMN, mercedes benz group ag,10
30063,PAK, volkswagen ag,28
30021,PAK, anglo asian mining plc,24
30022,PAK, antofagasta plc,24
30023,PAK, ariana resources plc,24
30024,PAK, astrazeneca plc adr,24
30028,PAK, castillo copper ltd,24
30035,PAK, gazprom pao,24
30040,PAK, hong kong exchanges and clearing limited,24
30050,PAK, orosur mining inc,24
30059,PAK, tungsten west plc,24
30086,PAK,rio tinto adr,24
30084,PAK,new york times company,21
30078,PAK,groupe gorgé sa,15
30081,PAK,metallurgical corporation of china ltd adr,13
30127,PAN, rio tinto adr,27
30097,PAN, beowulf mining,24
30121,PAN, phoenix copper limited,24
30134,PAN,first quantum minerals ltd,24
30095,PAN, arkle resources plc,19
30096,PAN, bemetals corp,19
30100,PAN, empire metals limited,19
30110,PAN, international lithium corp,19
30128,PAN, saudi arabian mining company,19
30132,PAN, tertiary minerals plc,19
30544,PER,national instruments corporation,1250
30239,PER, facebook inc. cl a,978
30478,PER,american lithium corp. common stock,557
30218,PER, cypress development corp,457
30153,PER, american lithium corp. common stock,431
30334,PER, mineral resources limited,352
30459,PER, wealth minerals ltd,309
30351,PER, national instruments corporation,264
30297,PER, ioneer ltd,202
30537,PER,mineral resources limited,159
30149,PER, albemarle corp,146
30230,PER, energy of minas gerais co drc,145
30314,PER, lithium chile inc,145
30198,PER, china dongsheng international inc,144
30307,PER, latin resources limited,143
30320,PER, lithium power international limited,141
30332,PER, metals creek resources corp,140
30394,PER, pure energy minerals limited,139
30569,PER,rio tinto adr,137
30162,PER, argosy minerals limited,133
30502,PER,facebook inc. cl a,132
30236,PER, european metals holdings limited,131
30526,PER,lithium americas corp,130
30347,PER, nasdaq inc,127
30273,PER, hannans reward ltd,126
30315,PER, lithium energi exploration inc,118
30305,PER, kodal minerals plc,113
30583,PER,southern copper corporation,99
30286,PER, iconic minerals ltd,94
30567,PER,renewable energy trade board corp,93
30183,PER, bureau veritas sa,91
30210,PER, core lithium ltd,91
30313,PER, lithium americas corp,91
30386,PER, portofino resources inc,84
30549,PER,news network corporation public company limited,79
30596,PER,volvo car ab (publ.),68
30383,PER, pilbara minerals limited,67
30192,PER, carnaby resources ltd,60
30487,PER,b communications ltd,60
30340,PER, mitsubishi ufj financial group inc,54
30387,PER, posco holdings inc,54
30403,PER, rio tinto adr,54
30504,PER,first quantum minerals ltd,51
30185,PER, cameco corp,48
30560,PER,portofino resources inc,46
30374,PER, panasonic corp,44
30433,PER, standard lithium ltd,44
30359,PER, newmont mining - dusseldorf stock exchang,42
30465,PER, yahoo japan,42
30524,PER,latin resources limited,42
30561,PER,posco holdings inc,42
30229,PER, energy metals,39
30388,PER, postmedia network canada corp,39
30178,PER, bmw industries ltd.,38
30485,PER,asante gold corporation,38
30254,PER, ganfeng lithium co ltd,37
30154,PER, american lithium minerals inc,33
30411,PER, sayona mining limited,33
30562,PER,postmedia network canada corp,33
30220,PER, deutsche bank ag na o.n.,32
30382,PER, piedmont lithium ltd adr,32
30597,PER,wealth minerals ltd,32
30269,PER, green technology metals limited,31
30176,PER, berkshire hathaway inc,30
30310,PER, lg energy solution ltd,29
30439,PER, tesla inc,28
30541,PER,morgan stanley,28
30591,PER,thomson reuters corp,28
30197,PER, chevron corp,27
30274,PER, hanwa co. ltd,27
30360,PER, news network corporation public company limited,27
30399,PER, renewable energy trade board corp,27
30402,PER, resources connection inc,27
30404,PER, rio tinto group,27
30429,PER, southern copper corporation,27
30271,PER, groupe gorgé sa,26
30323,PER, livent corp,26
30458,PER, vulcan energy resources limited,26
30349,PER, national development bank plc,25
30216,PER, culpeo minerals limited,24
30542,PER,nasdaq inc,24
30160,PER, antofagasta plc,23
30449,PER, unilever plc adr,22
30538,PER,minerals technologies inc,22
30381,PER, phoenix copper limited,20
30391,PER, power metals corp,20
30350,PER, national grid plc adr,19
30392,PER, prospect resources ltd,19
30213,PER, critical elements lithium corporation,18
30258,PER, glencore plc,18
30293,PER, international lithium corp,18
30321,PER, lithium south development corporation,18
30304,PER, jp morgan global growth & income plc,17
30455,PER, volkswagen ag,17
30157,PER, anglo american plc,16
30173,PER, barrick gold corp,16
30306,PER, lara exploration ltd,16
30244,PER, ford motor company,15
30255,PER, gazprom pao,15
30262,PER, gold fields ltd adr,15
30484,PER,artemis resources limited,15
30509,PER,glencore plc,15
30511,PER,goldman sachs group inc,15
30530,PER,livent corp,15
30164,PER, arway corporation,14
30226,PER, eloro resources ltd,14
30242,PER, first quantum minerals ltd,14
30256,PER, genel energy plc,14
30277,PER, hatcher group ltd,14
30329,PER, market herald ltd,14
30341,PER, mitsui e&s holdings co. ltd,14
30372,PER, palamina corp,14
30378,PER, pearson plc adr,14
30390,PER, power metal resources plc,14
30442,PER, thomson reuters corp,14
30446,PER, toyota motor corporation adr,14
30475,PER,alpha lithium corporation,14
30550,PER,noram lithium corp,14
30161,PER, arena minerals inc,13
30193,PER, caterpillar inc,13
30282,PER, hudbay minerals inc.,13
30417,PER, sichuan yahua industrial group co ltd,13
30148,PER, agnico eagle mines limited,12
30259,PER, global battery metals ltd,12
30296,PER, ion energy ltd,12
30409,PER, samsung electronics co. ltd,12
30419,PER, sigma lithium resources corp,12
30469,PER, zijin mining group co ltd-h,12
30474,PER,albemarle corp,12
30152,PER, american battery metals corp usd,11
