,Country,Organizations,Value
17520,GBR, mitsui e&s holdings co. ltd,44
17566,GBR, newmont mining - dusseldorf stock exchang,44
17936,GBR, thor explorations ltd,44
17937,GBR, thor mining plc,44
18162,GBR,blackrock capital allocation trust,44
17585,GBR, nissan chemical industries ltd adr,43
16700,GBR, airbus group se,42
17650,GBR, parenteral drugs (india) ltd.-$,42
18529,GBR,panasonic corp,42
16964,GBR, citigroup inc,41
17269,GBR, honda motor co ltd adr,41
17318,GBR, invinity energy systems plc,41
18274,GBR,european lithium limited,41
18714,GBR,yamana gold inc,41
17096,GBR, euronext n.v,40
17805,GBR, sembcorp industries ltd,40
18045,GBR, wishpond technologies ltd,40
18382,GBR,johnson matthey plc,40
18451,GBR,metals creek resources corp,40
18492,GBR,new york times company,40
18538,GBR,peugeot invest société anonyme,40
18557,GBR,power metals corp,40
16970,GBR, cleanspark inc,39
17542,GBR, musk metals corp,39
16711,GBR, alkemy capital investments plc,38
16849,GBR, biosig technologies inc,38
16944,GBR, centurion minerals l. new,38
16961,GBR, cineworld group,38
17069,GBR, empire metals limited,38
17751,GBR, research frontiers incorporated,38
18417,GBR,livent corp,38
18625,GBR,sony corp,38
16772,GBR, argosy minerals limited,37
17000,GBR, cornish metals inc,37
17016,GBR, culpeo minerals limited,37
17095,GBR, eurasia mining,37
17393,GBR, lg chemicals,37
17753,GBR, resolute mining limited,37
17863,GBR, spey resources corp,37
18610,GBR,shell plc,37
16841,GBR, berkshire hathaway inc,36
17367,GBR, kinross gold corp,36
17672,GBR, phoenix copper limited,36
17754,GBR, resource capital gold corp,36
17993,GBR, usha resources ltd,36
18237,GBR,cummins inc,36
17309,GBR, international battery metals ltd,35
17313,GBR, international petroleum corporation,35
17900,GBR, talon metals corp,35
17942,GBR, tianqi lithium h yc 1,35
18520,GBR,origen resources inc,35
16724,GBR, altura mining limited,34
16727,GBR, amaroq minerals ltd.,34
16835,GBR, belmont resources inc,34
17240,GBR, halliburton company,34
17412,GBR, lithium chile inc,34
17790,GBR, savannah resources plc,34
17994,GBR, valens,34
18279,GBR,express inc,34
18368,GBR,international consolidated airlines group s.a.,34
18569,GBR,qantas airways ltd adr,34
16704,GBR, alberta star dev,33
16917,GBR, cape lambert resources limited,33
16933,GBR, cathay pacific airways limited,33
17358,GBR, kavango resources plc,33
18074,GBR, zimtu capital corp,33
18630,GBR,spey resources corp,33
16695,GBR, agilent technologies inc,32
16839,GBR, beowulf mining,32
17079,GBR, energy transition mineral,32
17556,GBR, neometals ltd adr,32
17683,GBR, plurilock security inc,32
17871,GBR, standard chartered bank pakistan ltd,32
17960,GBR, trans canada gold corp,32
17971,GBR, trust stamp inc,32
18005,GBR, vicinity motor corp,32
18134,GBR,atlantic lithium ltd,32
18324,GBR,goldplay mining inc,32
16717,GBR, alpha lithium corporation,31
17344,GBR, johnson controls international plc,31
17461,GBR, marifil mines limited,31
17950,GBR, tocvan ventures corp,31
18281,GBR,exxon mobil corp,31
16855,GBR, blackrock silver corp,30
16868,GBR, bonhill group plc,30
16897,GBR, cabot corporation,30
17122,GBR, firering strategic minerals plc,30
17326,GBR, ithaca energy plc,30
17416,GBR, lithium one metals inc.,30
17452,GBR, malvern international,30
17654,GBR, patriot battery metals inc,30
17696,GBR, power construction corp of china ltd,30
17703,GBR, powertap hydrogen capital corp,30
17791,GBR, sayona mining limited,30
17874,GBR, starbucks corporation,30
17880,GBR, stornoway diamond corporation,30
