"Date","Price","Open","High","Low","Vol.","Change %"
"06/22/2021","15,928.33","15,710.14","16,025.70","15,710.14","","1.76%"
"06/21/2021","15,652.44","15,607.84","15,715.13","15,382.40","","1.88%"
"06/18/2021","15,364.32","15,566.85","15,594.58","15,323.33","","-0.37%"
"06/17/2021","15,420.98","15,451.12","15,656.06","15,316.10","","-0.77%"
"06/16/2021","15,540.33","15,559.62","15,694.63","15,422.19","","-0.35%"
"06/15/2021","15,594.58","16,081.60","16,081.60","15,539.12","","-4.52%"
"06/14/2021","16,333.56","16,182.87","16,393.83","16,115.36","","0.76%"
"06/11/2021","16,210.59","16,167.20","16,266.05","16,086.43","","1.07%"
"06/10/2021","16,038.21","15,938.15","16,168.40","15,692.22","","0.37%"
"06/09/2021","15,979.14","15,961.05","16,015.30","15,846.53","","0.85%"
"06/08/2021","15,844.12","15,672.93","15,898.37","15,617.48","","0.43%"
"06/07/2021","15,776.61","15,735.62","15,840.50","15,517.42","","-0.39%"
"06/04/2021","15,838.09","15,828.45","15,998.42","15,740.44","","0.03%"
"06/03/2021","15,833.27","16,178.05","16,323.91","15,680.17","","-1.55%"
"06/02/2021","16,082.81","16,006.86","16,198.54","15,985.16","","0.75%"
"06/01/2021","15,963.46","15,968.29","16,200.95","15,880.28","","-0.32%"
"05/31/2021","16,014.10","15,888.72","16,253.99","15,888.72","","0.49%"
"05/28/2021","15,935.74","15,973.11","15,997.22","15,565.64","","0.28%"
"05/27/2021","15,891.13","15,165.41","16,033.38","15,126.83","","4.21%"
"05/26/2021","15,249.80","15,213.63","15,312.48","15,062.94","","1.05%"
"05/25/2021","15,091.87","15,175.06","15,184.70","15,011.10","","-0.76%"
"05/24/2021","15,207.60","14,983.38","15,271.50","14,815.81","","2.42%"
"05/21/2021","14,848.36","15,195.06","15,235.00","14,786.64","","-2.39%"
"05/20/2021","15,211.40","15,505.59","15,579.74","15,184.66","","-1.64%"
"05/19/2021","15,465.47","16,014.94","16,095.18","15,425.35","","-3.75%"
"05/18/2021","16,067.22","16,194.86","16,258.07","16,013.73","","-0.07%"
"05/17/2021","16,078.16","15,900.67","16,100.04","15,765.74","","1.54%"
"05/14/2021","15,835.03","15,495.86","15,860.56","15,329.32","","1.61%"
"05/13/2021","15,584.60","15,511.67","15,697.66","15,482.49","","-2.48%"
"05/12/2021","15,980.91","16,113.41","16,324.93","15,900.67","","-1.05%"
"05/11/2021","16,151.10","15,994.28","16,190.00","15,952.95","","1.44%"
"05/10/2021","15,921.34","16,171.76","16,301.84","15,864.20","","-1.85%"
"05/07/2021","16,221.60","16,203.37","16,277.52","16,066.00","","0.53%"
"05/06/2021","16,136.51","16,076.94","16,262.94","15,980.91","","-0.39%"
"05/05/2021","16,199.72","16,234.98","16,355.33","16,070.86","","1.12%"
"05/04/2021","16,021.02","16,067.22","16,334.66","15,978.47","","0.01%"
"05/03/2021","16,019.81","15,997.92","16,154.74","15,927.42","","0.07%"
"04/30/2021","16,008.87","15,758.44","16,046.55","15,636.88","","1.88%"
"04/29/2021","15,713.46","15,904.32","15,983.34","15,613.78","","-1.18%"
"04/28/2021","15,900.67","15,511.67","15,948.08","15,432.65","","2.28%"
"04/27/2021","15,545.70","15,390.10","15,566.37","15,319.59","","1.80%"
"04/26/2021","15,270.97","15,132.38","15,305.01","15,093.48","","1.31%"
"04/23/2021","15,074.03","14,736.08","15,115.36","14,719.06","","2.29%"
